time,English,Korean
0.48.34,"Okay so these are the challenges of the virtual machine. Next there are languages. So the languages is the part that is the most visible to the programmer  the programmers are able to write the contracts in this languages and after that these are compiled to the virtual machine.",그 다음엔 언어입니다. 언어는 프로그래머에게 가장 인접한 구성요소입니다. 프로그래머들은 이 언어를 사용해서 컨트랙트를 작성하고 가상머신에서 수행하게끔 컴파일 합니다.
0.48.54,Here what happens is that not everyone has the same understanding of what a blockchain should be  and a blockchain should do. A lot of blockchain organizations still think that a blockchain should be a platform for decentralized apps like Google Docs. Any type of apps.,“블록체인은 무엇이다”  “블록체인은 무엇을 해야 한다”와 같은 질문에 모두가 다 똑같은 답을 가지고 있는건 아닙니다. 많은 블록체인 회사들은 블록체인이 구글 독스와 같은 분산형 애플리케이션의 플랫폼이 되어야 한다고 합니다. 그게 무엇이던 간에요.
0.49.18,In Tezos most people that work in Tezos are a little bit more pragmatic because of the limitations of the blockchain. The limitations in terms of performance  security  and all those kind of things.,테조스를 만드는 개발자들은 그것보단 조금 현실적입니다. 블록체인의 한계 때문인데요. 성능  보안 뭐 그런것들의 한계말입니다.
0.49.33,Many people in Tezos think that we should do things more step by step  and first make sure that we're able to automate simple legal contracts that talk about transactions. Financial transactions.,테조스 개발자들은 조금 더 천천히 한 단계씩 나아가야 한다고 생각합니다. 첫번째로 비교적 간단한 송금 처리가 필요한 법적 계약 같은것을 자동화 할 수 있어야 한다고 생각하고요.
0.49.50,So instead of having an application like Google Docs  we should try to do much simpler applications  like automating simple transfers of money.,그래서 구글독스 같은 앱을 만들기 보다는 훨씬 간단한 앱을 만들어야 할 것입니다. 이를테면 자동 송금이라던지..
0.50.04,Having simple escrows. Having simple payment systems between software companies and freelancers  things like that. Once all this part is done properly  and we have a system that is not hacked  is secure enough  has been working for a while  then after that we can start looking at other applications and a little bit more generic  less about financial transactions.,에스크로 시스템이나  회사와 프리랜서 간 비용 지불을 위한 시스템등도 좋습니다. 이런것들이 제대로 만들어지고 돌아가는 상태에서  시스템이 안전하고  오랜 기간동안 문제 없이 작동하고 난 후에야 조금 더 포괄적인 앱들을 생각해볼 수 있겠습니다.
0.50.33,In any case  there are different views of what a contract should be  what type of applications should be run on the blockchain. And because of these different views  they're going to be different views of what is the proper language to implement its applications.,컨트랙트 자체도 “무엇이어야 한다”라는 질문에 많은 답이 있습니다. 어떤 애플리케이션이 블록체인에서 수행되어야 하는지에 대해서 말이죠. 이런 다른 견해로 인해 컨트랙트를 구성하는 언어는 어떤것이 적합한지에 대해서도 많은 견해차가 있습니다.
0.50.52,In Tezos  we consider that these applications should be simple legal contracts  written in domain specific languages  in such a way that we have a better control on the properties of these programs ,테조스는 스마트 컨트랙트는 DSL로 작성된 심플한 법적 계약등이 스마트 컨트랙트가 되어야 한다고 생각합니다.
0.51.03,and we can prove their properties  which gives us a system that is globally more  secure  and that the contracts themselves should be written by specialized developers.,컨트랙트들의 특성을 파악하고 검증함으로서 전반적으로 더욱 견고한 시스템을 만들 수 있고  이런 컨트랙트들 역시 전문가에 의해서 작성되어야 할 것입니다.
0.51.14,People in Tezos think that there should be the web developers that do all the JavaScript part  or whatever is your frontend technology  there should be more specialized developers that do the contracts  companies that know how to manage formal verification tools and those kind of things ,테조스 사람들은 JavaScript를 건드리는 웹개발자가 있고  컨트랙트를 짜는 다른 전문가가 있어야 한다고 생각합니다. 형식 검증이나 관련된 검증툴에 대한 이해를 가진 회사들 말이죠.
0.51.33,and let the very specialized people that do the core itself.,그리고 정말 정말 전문가에게 코어 개발을 맡기고요.
0.51.38,Other organizations think that the contracts  the applications that run on top of the blockchain  should be universal  should be generic  and they should be written in generic languages like JavaScript or Python  and that any developer should be able to write these applications  these contracts.,다른 블록체인의 경우 스마트 컨트랙트는 보편적이고  포괄적이고  그렇기 때문에 더 JavaScript나 Python같은 일반적인 언어로 작성되어야 한다고 생각합니다.
0.51.58,That's the difference of positioning between different organizations and because of that there is going to be different consequences on the way this languages are designed  the virtual machines are designed  etc.,언어와 가상머신이 어떻게 만들어졌냐에 따른 결과를 낳게 됨에 있어서 블록체인 개발사간 입장 차이는 발생할 수 밖에 없습니다.
0.52.13,In Tezos we advise that everything that can be computed off-chain should be computed off-chain. So that's because blockchains are per essence slow.,테조스는 체인 밖에서 계산될 수 있는것들은 모두 체인 밖에서 계산되도록 권고합니다. 왜냐면 블록체인은 느리거든요.
0.52.28,We can always improve the speed of blockchain  but they're never going to be as fast as a computer executing operation sequentially in a single machine. so because blockchains are by essence slow  we need to be careful on the way with program on blockchains.,블록체인의 속도 자체는 개선의 여지가 있으나  아무리 개선을 해도 컴퓨터가 직접 계산을 수행하는 것 만큼 빨라질 순 없습니다. 블록체인은 느리기 때문에 체인 상에서 무엇을 수행해야 하는지에 대해 조금 조심스럽게 접근해야 합니다.
0.52.47,Here is a typical example of something that is very simple  but there's a right way of doing it  and a wrong way of doing it. So this is an application and this application - the only thing it does is that calls the contract with the value 9 ,여기 아주 간단한 예제가 있습니다. 같은 일을 하는 올바른 방법이 있고  잘못된 방법이 있습니다. 이 앱은 단순히 스마트 컨트랙트를 인자 9로 호출하는것 외엔 하는게 없습니다.
0.53.03,and the contract  the only thing it does is that it computes the square root of 9  which is three. So basically this calls f(9) and this thing returns  the f returns 3.,컨트랙트 자체도 유일하게 하는 것이라곤 9의 제곱근을 구하는 것 뿐입니다. 결과적으로 f(9)의 스마트 컨트랙트 호출을 하면  함수는 3을 반환하겠죠.
0.53.15,Now this very simple program is the wrong way of doing things. It's the wrong way of doing things because here you're asking the blockchain to compute a complex operation which is a square root.,이 방법은 잘못 된 방법입니다. 왜냐하면 블록체인에게 “복잡한” 계산인 제곱근 계산을 요청했기 때문입니다.
0.53.42,Blockchains are very slow. and because of that Tezos recommends that everything that can be computed outside of the blockchain should be computed outside of blockchain.,블록체인은 굉장히 느립니다. 그렇기 때문에 테조스에서는 체인 밖에서 계산될 수 있는 것들은 체인 밖에서 계산하도록 권고하고 있습니다.
0.53.53,Here is a very simple example of the right way to do things  and wrong way to do things. So in this example we have an application that calls a contract and this contract computes a square root of a number.,여기 아주 간단한 예제가 있습니다. 같은 일을 하는 올바른 방법이 있고  잘못된 방법이 있습니다. 이 앱은 스마트 컨트랙트 요청을 날리고  스마트 컨트랙트는 인자의 제곱근을 구합니다.
0.54.09,The application calls f  the f is the contract  with the value 9 and the contract just computed the square root. Now this very simple program is actually the wrong way of doing things.,앱이 컨트랙트 함수 f를 인자 9로 호출하면서  스마트 컨트랙트에서 제곱근을 계산했습니다. 하지만 이것은 잘못된 방법입니다.
0.54.22,Why? because we're asking the blockchain  which is a very slow system  to compute a square root  when we could do something much simpler.,왜냐면 블록체인은 느리고  그런 느린 시스템에 제곱근을 계산하도록 요청했기 때문입니다. 체인 상에서는 훨씬 더 간단한 것들이 수행되어야 합니다.
0.54.31,So the right way of doing this is to actually compute square root outside of the blockchain and ask the blockchain to double-check that the square root is computed property.,그래서 - 올바른 방법은  제곱근은 체인 밖에서 계산하고  블록체인을 이용해서 제곱근이 잘 계산되었는지 증명할 수 있습니다.
0.54.42,So that would mean that here  the application  it would call the contract on the blockchain with 9 and a square root of 9 which is 3  and the only thing that the blockchain does is that it checks that 3*3 equals 9  and then uses the value of 3.,다시 말하면 컨트랙트 요청을 할 때 9와 9의 제곱근인 3을 같이 인자로 요청하고  블록체인은 역으로 3*3 = 9가 나오는지 확인한 뒤  값이 맞다면 최종 값 3을 사용하면 됩니다.
0.54.58,The difference is that in one case  you're computing square roots in the blockchain  with the virtual macihne of the blockchain  which is extremely slow. In the other case you're just computing multiplication and checking that the values are equal.,차이점은 첫번째 예제에서는 제곱근 계산을 굉장히 느린 부분인 블록체인의 가상머신에서 수행하고 있고  두번째 예제에서는 단순한 곱셈 연산만을 수행하고 값이 같은지 체크합니다.
0.55.12,So this is the right way of doing a contract  pushing everything that can be pushed outside of the blockchain outside  and just do the minimal verifications into blockchain  and this is the wrong way of doing a contract which is to make the blockchain compute things that could be computed elsewhere.,이것이 바로 올바른 방법입니다. 체인 밖에서 계산 될 수 있는 모든것들은 체인 밖으로 내보내고  블록체인 상에서는 최소한의 검증만 하는 것이고  잘못된 방법은 블록체인이 복잡한 계산을 하게 하는 것이죠
0.55.32,So Tezos encourages pushing outside of the blockchain as many computations as you can.,그래서 테조스는 최대한 많은 연산을 체인 밖으로 빼기를 권장합니다.
0.55.45,Again in the languages how the language ecosystem works  how the language stack works. Here you have different languages  these are different languages that compile to Michelson.,언어: 언어 생태계와 구성에 대해 설명하겠습니다. 여기 다른 언어들이 있는데  이 언어들은 모두 미켈슨으로 컴파일 되는 언어들입니다.
0.56.02, and all those are prototype languages  and the compilers are not finished  but in this case there is mini OCaml  mini Haskell  mini JavaScript and mini Python. And they compile to Michelson.,아직 초기 상태의 언어들이고 컴파일러도 완성되지 않았지만 어쨌든 mini OCaml  mini Haskell  mini Javascript 그리고 mini Python이 있습니다. 이 언어들은 모두 미켈슨으로 컴파일 됩니다.
0.56.13,For the moment there are 4 separate compilers. In the future they are going to be DSLs as well. The global problem here is that all this compilation needs to first understand the cost model of blockchain.,지금 현재로써는 4개의 별도 컴파일러가 있고요. 향후에는 DSL도 추가 될 예정입니다. 전체적인 문제가 있다면 이 모든 컴파일 단계가 블록체인의 비용 모델을 이해해야 한다는 점입니다.
0.56.27,The fact that for blockchain you have to pay for the memory  you have to pay for a instructions  and the fact that you should push all the computations that you can outside of the blockchain.,블록체인에서 비용은 메모리  절차 수행에 의해 발생됩니다. (그렇기 때문에 더더욱 복잡한 계산은 체인 밖으로 빼야겠죠?)
0.56.36,It should also incorporate all these formal verification techniques; model checking  abstract interpretation  theorem provers ,또한 형식검증도 수행해야 하고  model checking  abstract interpretation  theorem provers 등…
0.56.45, and ideally all these compilers should be certified in such a way that the program that is written in the upper language is proven equivalent to the program that is executed by Michelson.,상위언어로 작성한 이 모든 측면이 미켈슨으로 짠 코드와 같아지도록 컴파일러가 인증되고 검증되어야 합니다.
0.56.59,So here is one compilation system works inside of the blockchain  in Tezos.,테조스의 컴파일 시스템이 어떻게 작동하는지 보셨습니다.
0.57.08,The challenges. so the challenges of this language layer or to make sure that the programs that are in the blockchain correspond to what users expect.,숙제들입니다. 언어 레이어의 숙제는 체인상의 프로그램들이 사용자의 기대와 일치하도록 만드는 것입니다.
0.57.19,remember that users will use programs that are already in the blockchain that were put there by other people  by 3rd parties. and it's very important for them to be able to be convinced to be sure that those programs are not malicious,앞서 얘기한 사용자는 대부분의 시간을 제3자가 작성한 코드를 사용한단 말 기억하시나요? 그렇기 때문에 사용자는 이 프로그램을 사용하는것이 안전한지  악의적인 코드는 아닌지 알아야만 합니다.
0.57.38,so this is probably the most important challenge in the language layer. Making sure that the users understand the semantics  the meaning of the contracts that they're using. Whether they were really written by them or written by other people,언어 레이어에서는 이런 부분이 아마 가장 어렵지 않을까 싶습니다. 사용자들이 언어 체계를 이해하게 만드는  사용자들이 사용하는 컨트랙트의 내용이 무엇인지 이해하게끔 만드는 것 말이죠. 직접 쓴 컨트랙트이던 제3자가 썼던간에요.
0.57.59,The second challenge is to be able to  on those contracts  prove contract-specific properties. Third challenge is to to certify the a compilation system end-to-end. After that to design DSL (domain specific language) for specific type of contracts that are going to make the design of this type of contracts easier.,두번째 숙제는 컨트랙트 마다 특정되는 속성들을 검증하는 것입니다. 세번째로는 컴파일 시스템을 e2e로 검증하는 일일테고요. 그 다음엔 특정 컨트랙트 분류마다의 DSL입니다.
0.58.20,So DSLs could be things like a specific languages for financial contracts  a specific language for contracts between simple contracts. All types of specific languages.,예를들면 금융거래를 위한 DSL  혹은 간단한 계약 관계를 위한 DSL등  뭐든지 있을 수 있습니다.
0.58.38,And another challenge is to design programming environments that help developers program for the blockchain  and understand the cost model the blockchain.,다른 어려운점은 개발자들이 블록체인 개발을 할 수 있는 환경을 만들고  블록체인의 비용 모델을 이해하게끔 하는 일입니다.
0.58.48,The blockchain is an environment in which programming is a little bit different than what most developers are used to,블록체인은 다른 프로그래머들이 일반적으로 익숙한 분야와는 조금 다른 분야입니다.
0.58.56,There are costs for the operations  there is a cost for memory usage  and this complex thing between what to put in the blockchain and what to put outside of the blockchain.,운영 비용이 다르겠죠 - 메모리  체인에서 계산해야 할지 밖으로 빼야할지 등등등.
0.59.04,so if we can have environments that help programmers do a better job at programming their contracts that would be very useful.,그래서 만약 개발자들이 이런 결정을 쉽게 할 수 있는 개발 환경이 있고 이를 통해 컨트랙트 작성이 쉬워진다면 좋을것입니다.
0.59.16,Next element. All this we said that blockchains needed to have financial grade security. And financial grade security is most of the time supported by cryptography.,다음입니다. 앞서 블록체인은 금융 시스템에 버금가는 보안 수준을 갖춰야 한다고 했습니다. 이 보안의 많은 부분은 암호로 이루어져 있습니다.
0.59.32,Tezos already uses certified cryptography  which means that this cryptographic primitives do not have bugs or do not have certain types of bugs ,테조스는 검증된 암호화 체계를 사용합니다. 그렇기 때문에 암호학적 산출물이 버그나 다른 문제를 야기하지 않습니다.
0.59.42,because they have already been proven correct according to a given specification  in this case we use a library that is written in F*.,테조스가 사용하는 암호 체계는 필요한 요구사항에 대해 F*등의 툴로 이미 검증이 되었습니다.
0.59.52,Another part of financial system security is to be able to do anonymous transactions and also to interoperate with other systems.,보안의 다른 부분은 무기명 송금을 하면서도 다른 외부 시스템과 상호작용하는 것입니다.
1.00.04,and the interoperability with other systems is guaranteed by something that is named zero-knowledge proofs,이러한 외부 시스템과의 상호작용은 zero-knowledge proofs라는 것으로 동작이 보장됩니다.
1.00.10,Zero knowledge proofs  it's a little bit complicated. It’s the fact that you are able to prove to someone else that you did something without telling them any details.,Zero knowledge proof는 설명하기 조금 까다롭습니다. 마치 여러분이 저에게 아무 디테일도 말하지 않고 무언가 했다고 증명하는 것입니다.
1.00.30,So it’s the proof that I did a computation  the proof that I took some money. It’s like when you have your Visa cards. Your Visa card and you use your Visa card to do to pay things  and at the end of you would like the Visa vendor to prove to you ,연산을 했다는 증명  혹은 돈을 좀 썼는지 따위의 증명이 있죠. Visa카드를 생각해봅시다. 여러분은 Visa 카드를 사용해서 물건값을 지불합니다. Visa가 여러분의 계좌에서 돈을 가져갈 때  여러분이 실제로 사용한 카드 사용분 만큼 정확한 계산을 해서 돈을 가져갔음을 증명할 수 있습니다.
1.00.51, that they have taken all the transactions into consideration that the sum of all the transactions is what they're taking out of from your bank account.,
1.00.59,In such a way that there is only one of each and that you really did all of those. In such a way that you can have the guarantee that this value is correct.,
1.01.08,Now that’s the proof side and if a Visa System  as a credit card system  is going to interact with blockchain  then the proof needs to be opaque in the sense that your credit card vendor doesn't want to give information about what were the type of transactions you have done  who are the customers etc.,여기까지는 Visa의 증명 시스템에 관한 내용입니다. 만약 Visa 시스템이 블록체인와 상호작용해야 한다면  이 증명들에서 중요한 정보는 가려져야 할것입니다. Visa사는 블록체인에 거래의 종류나 누구의 거래인지 등등의 정보를 남기고 싶지 않을테니까요.
1.01.33,so they need to prove that they did the counting properly without showing the details of the transaction that it took into account. That’s the idea of the zero knowledge proofs. ,Visa는 그런 정보를 주지 않고도 셈을 잘 했다고 증명할 수 있어야 합니다. 이것이Zero knowledge proof입니다.
1.01.43,Current state-of-the-art is a SNARKs  STARKs  and there are many variants of them. What is important is that those things are still very early research.,최근 기술로는 SNARKs  STARKs등이 있고 다른 많은 유형들이 있습니다. 중요한점은 zero knowledge proof는 아직 연구의 초기단계라는 점입니다.
1.01.56,The state-of-the-art  those things are very complex mathematical systems. They are very research consuming  you need a lot of computing power to make them work especially for the most advanced type of computation,여기 나온 최첨단 기술들은 수학적으로 엄청나게 복잡한 시스템입니다. 이것들이 제대로 작동하게 하기 위해서는 많은 연구와 컴퓨팅 파워가 필요합니다.
1.02.10,So this is yet  still a research which is going on.,네 그래서... 아직은 연구중인 부분입니다.
1.02.17,But this type of cryptography is the one that allows interoperation between blockchains and existing financial systems. Safe interoperation.,블록체인과 다른 금융 시스템과의 안전한 연계는 이런 암호체계를 통해 이루어집니다.
1.02.29,You can always connect them but if you want to connect them you want the system to be as secure as the blockchain  so you don't want the bank to actually be a vector attack for free or blockchain.,연결은 언제든지 할 수 있겠지만  만약 진짜 연결을 한다면 대상 금융 시스템이 블록체인 만큼 안전해야 할 것입니다. 그렇지 않으면 또 다른 공격의 거점이 되니까요.
1.02.43,so this is the purpose  the usage of zero-knowledge proofs  and there is also a challenge  so the challenge in zero-knowledge proofs on cryptography are the fact that we would like a end-to-end certified zero-knowledge proofs.,Zero-knowledge proof는 이런 용도로 사용됩니다. Zero-knowledge proof의 숙제는 양 단간 보증 된 zero-knowledge proof를 만드는 것일겁니다.
1.02.59,and the other thing is that the zero knowledge proofs that we have today are generic. Because they are generic they're very complex.,다른 숙제로는 오늘날의 zero knowledge proof는 보편적이기 때문에 굉장히 복잡한 특성을 나타냅니다.
1.03.07,It would be useful to have domain specific zero knowledge proofs  that hopefully would be more efficient to compute and simple. But they would only do simplified things. but ideally more efficient type of zero knowledge proofs,도메인별로 특화 된 zero knowledge proof가 있으면  필요한 연산이 훨씬 효율적이고 간단할 것입니다. 아주 간단한 zero knowledge proof정도만 수행 하겠지만요. 이상적으로는 효율적인 zero knowledge proof가 더 좋은 방법입니다.
1.03.16,So all those are open challenges. These are research questions we don't have the answer to these problems  in particular the ones on zero-knowledge proofs,이 모든것들이 다 숙제로 남아있습니다. 이 숙제들은 연구적 가치가 있는 질문들이지만 아직 답은 찾지 못했습니다. 특히 zero knowledge proofs에 관해서는 말이죠.
